Sr No.	Utterance	Speaker	Emotion	Sentiment	Dialogue_ID	Utterance_ID	Season	Episode	StartTime	EndTime
1396	All right.	Chandler	neutral	neutral	142	1	3	6	00:04:39,654	00:04:40,862
1397	As bad as that went, I actually enjoyed myself. I think that I'm going to apologize for all of the stupid things I do.	Chandler	neutral	neutral	143	0	7	6	00:16:17,226	00:16:24,524
1398	Why don't you just stop doing stupid things? Then you wouldn't have to apologize.	Monica	neutral	neutral	143	1	7	6	00:16:24,692	00:16:31,656
1399	I would really love it if I could do both.	Chandler	neutral	neutral	143	2	7	6	00:16:27,486	00:16:31,656
1400	All right, I I have to ask.	Monica	sadness	negative	143	3	7	6	00:16:34,576	00:16:37,662
1401	What?	Chandler	neutral	neutral	143	4	7	6	00:16:37,955	00:16:39,497
1402	Are you gon na break up with me if I get fat again?	Monica	fear	negative	143	5	7	6	00:16:40,290	00:16:42,709
1403	What?!	Chandler	surprise	negative	143	6	7	6	00:16:42,876	00:16:44,085
1404	Well, you broke up with [NAME] Grath! How much weight could she have gained?	Monica	anger	negative	143	7	7	6	00:16:44,243	00:16:47,588
1405	A hundred and forty-five pounds.	Chandler	disgust	negative	143	8	7	6	00:16:47,756	00:16:50,133
1406	Yes, yes it is. It's uh Every time on the lips! Why?! Why on lips?!	Ross	anger	negative	144	0	7	11	00:17:14,742	00:17:18,995
1407	Here's Frannie. Hmm, won't she be happy to see me?	Monica	joy	positive	144	1	7	11	00:17:22,374	00:17:24,949
1408	Now wait a minute, you be nice! All right? I didn't bring you here so you can ambush her.	Ross	anger	negative	144	2	7	11	00:17:25,127	00:17:29,547
1409	Frannie was the one who found your	Monica	neutral	neutral	144	3	7	11	00:17:29,715	00:17:32,925
1410	That bitch!	Ross	anger	negative	144	4	7	11	00:17:33,093	00:17:34,302
1411	[NAME]! What	Frannie	surprise	negative	144	5	7	11	00:17:39,850	00:17:42,101
1412	Am I doing here? Why? Surprised to see me? [NAME] brought me. How do you like that?!	Monica	anger	negative	144	6	7	11	00:17:42,269	00:17:47,482
1413	Hi Frannie, congratulations.	Ross	neutral	neutral	144	7	7	11	00:17:47,649	00:17:49,984
1414	You invite my brother, you invite my whole family, and not me?!	Monica	anger	negative	144	8	7	11	0:17:51,862	0:17:54,699
1415	Why?!	Monica	surprise	negative	144	9	7	11	0:17:54,699	0:17:55,227
1416	WhatWhy wouldn't you want me at your wedding?	Monica	anger	negative	144	10	7	11	00:17:55,324	00:17:57,075
1417	What could I have possibly done?!	Monica	anger	negative	144	11	7	11	00:17:57,242	00:17:58,743
1418	[NAME]!	Monica	anger	negative	144	12	7	11	00:18:00,662	00:18:02,246
1419	I believe you know my husband.	Frannie	neutral	neutral	144	13	7	11	00:18:03,165	00:18:05,166
1420	So it's really a question of	Ross	neutral	neutral	144	14	7	11	00:18:06,585	00:18:10,755
1421	Hey ladies! What are you in here for?	Chandler	neutral	neutral	145	0	5	21	00:05:54,145	00:05:55,812
1422	Hey [NAME], what are you doing here?	Gary	surprise	positive	145	1	5	21	00:06:00,818	00:06:02,402
1423	[NAME], I 'm here to report a crime.	Chandler	neutral	neutral	145	2	5	21	0:06:02,570	0:06:04,197
1424	Yeah?	Gary	surprise	positive	145	3	5	21	0:06:04,197	0:06:04,667
1425	It is a crime that you and I do n't spend more time together.	Chandler	neutral	neutral	145	4	5	21	00:06:04,781	00:06:06,948
1426	What 's up?	Gary	neutral	neutral	145	5	5	21	00:06:07,116	00:06:08,492
1427	Well, I heard that you thinking about asking [NAME] to move in with you and I thought maybe, we should have a talk.	Chandler	neutral	neutral	145	6	5	21	0:06:10,036	0:06:14,750
1428	Man to uh, me.	Chandler	neutral	neutral	145	7	5	21	0:06:14,750	0:06:17,452
1429	Sure. Okay.	Gary	neutral	neutral	145	8	5	21	00:06:18,211	00:06:19,836
1430	Uh, are you crazy? Are you insane? If you live with [NAME], you two are gon na be y'know, live-living together!	Chandler	surprise	positive	145	9	5	21	00:06:20,421	00:06:28,136
1431	Yeah, I-I considered that. I just know it would make me happy.	Gary	neutral	neutral	145	10	5	21	00:06:28,554	00:06:30,806
1432	You mean scared.	Chandler	neutral	neutral	145	11	5	21	0:06:30,973	0:06:32,155
1433	No, I mean happy.	Gary	neutral	neutral	145	12	5	21	0:06:32,155	0:06:33,363
1434	Hey! Oh listen, I was just clearing some space for your stuff.	Ross	joy	positive	146	0	6	3	00:12:00,928	00:12:03,304
1435	Oh thanks, but listen, I was just at Monica's and she and [NAME] had a big fight and they're not moving in.	Rachel	sadness	negative	146	1	6	3	00:12:03,472	00:12:09,686
1436	What do you mean, they're not moving in? They-they're still moving in right?	Ross	surprise	negative	146	2	6	3	00:12:09,854	00:12:14,315
1437	No-no, they just had a big blowout over what to do with my room.	Rachel	neutral	neutral	146	3	6	3	00:12:15,025	00:12:18,653
1438	What?! Over a stupid room!	Ross	surprise	negative	146	4	6	3	00:12:18,821	00:12:21,489
1439	Yeah, I feel kinda bad for them, but I'm also really psyched cause I don't have to move in here!	Rachel	joy	positive	146	5	6	3	00:12:21,657	00:12:26,119
1440	Oh no, yeah no, that part's great!	Ross	joy	positive	146	6	6	3	00:12:26,287	00:12:28,913
1442	Shut-out!!	Chandler	surprise	negative	147	0	1	12	00:22:01,820	00:22:03,112
1443	Where are you guys going? Come on, one more game!	Monica	surprise	negative	147	1	1	12	00:22:06,491	00:22:09,118
1444	Uh, it 's 2:30 in the morning!	Joey	sadness	negative	147	2	1	12	0:22:09,286	0:22:12,540
1445	Yeah, get out!	Chandler	anger	negative	147	3	1	12	0:22:12,540	0:22:12,681
1446	You guys are always hanging out in my apartment!	Monica	anger	negative	147	4	1	12	00:22:12,998	00:22:16,000
1447	Come on, I 'll only use my left hand, huh?	Monica	anger	negative	147	5	1	12	0:22:16,168	0:22:18,140
1448	Come on, wussies!	Monica	anger	negative	147	6	1	12	0:22:18,140	0:22:18,772
1449	All right, ok, I got ta go.	Monica	neutral	neutral	147	7	1	12	00:22:24,760	00:22:27,386
1450	I 'm going, and I 'm gone.	Monica	neutral	neutral	147	8	1	12	00:22:27,554	00:22:30,931
1451	One more game?	Chandler	neutral	neutral	147	9	1	12	0:22:33,352	0:22:33,895
1452	Oh yeah!	Joey	joy	positive	147	10	1	12	0:22:33,895	0:22:35,241
1453	I'm sorry.	Janice	sadness	negative	148	0	3	3	00:19:31,545	00:19:32,879
1454	Ohhh. Don't go.	Chandler	sadness	negative	149	0	3	5	00:19:37,467	00:19:39,594
1455	No, I-I-I got ta go.	Janice	sadness	negative	149	1	3	5	00:19:40,262	00:19:41,929
1456	No. No! No! No!	Chandler	sadness	negative	149	2	3	5	00:19:42,764	00:19:46,309
1457	Honey, honey, people are looking.	Janice	sadness	negative	150	0	3	8	00:19:48,687	00:19:51,063
1458	I don't care! I don't care!!	Chandler	anger	negative	150	1	3	8	00:19:48,687	00:19:53,608
1459	Yeah, um, I'm, I'm leaving now.	Janice	sadness	negative	150	2	3	8	00:19:54,151	00:19:58,696
1460	You can't leave! I have your shoe!	Chandler	sadness	negative	150	3	3	8	00:20:01,158	00:20:03,743
1461	Good-bye [NAME] Bing.	Janice	sadness	negative	150	4	3	8	00:20:07,497	00:20:09,832
1462	[NAME] has those in burgendy.	Gunther	neutral	neutral	150	5	3	8	00:20:21,303	00:20:23,095
1463	Oh, ew!	Phoebe	disgust	negative	151	0	3	2	00:07:09,637	00:07:10,679
1464	What?	Frank	neutral	neutral	151	1	3	2	00:07:10,847	00:07:11,847
1465	Yeah I know what I wanted to ask you.	Phoebe	neutral	neutral	151	2	3	2	0:07:11,847	0:07:14,337
1466	Um, can you roll your tongue?	Phoebe	neutral	neutral	151	3	3	2	0:07:14,337	0:07:14,504
1467	Because I can, and my Mom couldn't, and I thought y'know, I figured that was something I got from our Dad.	Phoebe	neutral	neutral	152	0	3	5	00:07:15,393	00:07:22,065
1468	What, wait, you mean like this?	Frank	neutral	neutral	152	1	3	5	00:07:22,233	00:07:25,610
1469	Yeah, yeah. You can do it to.	Phoebe	surprise	positive	152	2	3	5	00:07:25,778	00:07:27,070
1470	Your not doing it.	Frank	neutral	neutral	152	3	3	5	00:07:29,240	00:07:30,532
1471	Oh right, yeah okay, my Mom could, and I can't. We don't have that....	Phoebe	neutral	neutral	152	4	3	5	00:07:30,700	00:07:37,998
1472	Where there is no fear of commitment.	Ross	neutral	neutral	153	0	3	4	00:07:26,696	00:07:29,948
1473	Do we have any... Do we have any thoughts here?	Chandler	neutral	neutral	153	1	3	4	00:07:30,116	00:07:32,075
1474	Well, I 've never been through the tunnel myself, 'cause as I understand it, you 're not allowed to go through with more than one girl in the car, right.	Joey	neutral	neutral	153	2	3	4	00:07:38,458	00:07:44,629
1475	But, it seems to me it 's pretty much like anything else, you know, face your fear.	Joey	neutral	neutral	153	3	3	4	00:07:46,883	00:07:51,178
1476	It have a fear of heights, you go to the top of the building!	Joey	fear	negative	153	4	3	4	00:07:51,387	00:07:54,389
1477	If you 're afraid of bugs.....get a bug.	Joey	neutral	neutral	153	5	3	4	00:07:54,557	00:07:58,435
1478	Right.	Joey	neutral	neutral	153	6	3	4	00:07:59,645	00:08:01,062
1479	In this case, you have a fear of commitment, so I say you go in there and be the most committed guy there ever was.	Joey	neutral	neutral	153	7	3	4	00:08:01,230	00:08:07,694
1480	Amazingly, that makes sense.	Rachel	joy	positive	153	8	3	4	00:08:07,862	00:08:10,113
1481	You think?	Chandler	neutral	neutral	153	9	3	4	00:08:10,990	00:08:14,075
1482	Oh, yeah. Go for it man, jump off the high dive, stare down the barrel of the gun, pee into the wind!	Joey	joy	positive	153	10	3	4	00:08:14,243	00:08:19,247
1483	Yeah, [NAME], I assure you if I 'm staring down the barrel of a gun, I 'm pretty much peeing every which way.	Chandler	fear	negative	153	11	3	4	00:08:21,000	00:08:26,713
1484	Hey! Hey!	Mona	joy	positive	154	0	8	11	00:01:55,865	00:01:57,324
1485	Hi!	Ross	joy	positive	154	1	8	11	00:01:57,492	00:01:58,909
1486	Hi! Look! I got our pictures developed from Rockefeller Center.	Mona	joy	positive	154	2	8	11	00:01:57,492	00:02:00,953
1487	Oh great! Hey-hey [NAME], do you want to check out pictures of me and [NAME] ice skating?	Ross	joy	positive	154	3	8	11	00:02:01,121	00:02:04,706
1488	Oh uh, ordinarily I would love too, but I am just swamped right now.	Joey	neutral	neutral	154	4	8	11	00:02:04,874	00:02:11,130
1489	Hey where-where are the pictures that creepy pretzel vendor took of us together?	Ross	neutral	neutral	154	5	8	11	00:02:15,593	00:02:19,338
1490	Oh yeah, probably at the end. Oh my God! He only took pictures of my breasts!	Mona	surprise	negative	154	6	8	11	00:02:19,556	00:02:26,311
1491	I'm missin' picture time?!	Joey	joy	positive	154	7	8	11	00:02:26,479	00:02:28,230
1492	Y'know she has a face [NAME]!	Phoebe	anger	negative	154	8	8	11	00:02:33,528	00:02:36,029
1493	Okay. Okay, here's a good one of us.	Mona	joy	positive	154	9	8	11	0:02:37,407	0:02:39,039
1494	Wow!	Ross	joy	positive	154	10	8	11	0:02:39,039	0:02:40,641
1495	That is a good one!	Ross	joy	positive	154	11	8	11	0:02:40,641	0:02:41,920
1496	Wow, it looks like a, like a holiday card y'know, with the tree in the middle and the skaters and the snow.	Ross	joy	positive	154	12	8	11	00:02:41,995	00:02:48,292
1497	Y'know, every year I say I'm gon na send out holiday cards and I never do it.	Mona	neutral	neutral	154	13	8	11	00:02:48,459	00:02:51,086
1498	Do you wan na, do you wan na send this one out together?	Mona	neutral	neutral	154	14	8	11	00:02:51,254	00:02:53,714
1499	Together? Like-like to people?	Ross	surprise	negative	154	15	8	11	00:02:58,303	00:03:01,638
1500	Yeah, y'know. Happy holidays from [NAME] and [NAME]. It'll be cute, okay?	Mona	joy	positive	154	16	8	11	00:03:01,806	00:03:05,559
1501	Okay.	Ross	joy	positive	154	17	8	11	00:03:05,727	00:03:08,353
1502	Oh, I got ta get to work. So call me later?	Mona	neutral	neutral	154	18	8	11	0:03:08,521	0:03:10,833
1503	Uh sure, sure.	Ross	neutral	neutral	154	19	8	11	0:03:10,833	0:03:11,359
1504	Bye guys.	Mona	neutral	neutral	154	20	8	11	00:03:11,482	00:03:12,858
1505	I mean, I don't feel like I even have a girlfriend anymore.	Ross	anger	negative	155	0	3	15	00:11:51,961	00:11:54,587
1506	You want me to just quit my job so that you can feel like you've got a girlfriend?	Rachel	anger	negative	155	1	3	15	00:11:56,590	00:12:06,516
1507	Is this about [NAME]?	Ross	neutral	neutral	155	2	3	15	00:12:08,060	00:12:12,147
1508	Oh my God.	Rachel	surprise	negative	155	3	3	15	0:12:32,632	0:12:32,632
1509	Okay, it's not, it's not.	Ross	neutral	neutral	155	4	3	15	0:12:32,632	0:12:32,772
1510	Oh my God. I can not keep having this same fight with you [NAME]! Look, urrgh, maybe we should take a break.	Rachel	sadness	negative	155	5	3	15	00:12:32,877	00:12:40,633
1511	Fine, you're right.	Ross	neutral	neutral	155	6	3	15	00:12:47,308	00:12:49,100
1512	Let's ah, let's take a break, let's cool off, okay, let's get some frozen yoghurt, or something..	Ross	neutral	neutral	155	7	3	15	00:12:49,268	00:12:54,981
1513	No. A break from us.	Rachel	sadness	negative	155	8	3	15	00:12:56,692	00:13:02,697
1514	Bing! We're all set for tonight, 8 o'clock.	Doug	joy	positive	156	0	8	11	00:10:35,092	00:10:38,053
1515	Oh uh, as it turns out, we can't do it. [NAME] has to work.	Chandler	joy	positive	156	1	8	11	00:10:38,220	00:10:41,264
1516	Oh, my ex-wife didn't work, unless you call turning into her mother work. Fine. Tomorrow night then.	Doug	neutral	neutral	156	2	8	11	00:10:41,432	00:10:51,524
1517	Oh uh well tomorrow's no good for her either.	Chandler	neutral	neutral	156	3	8	11	00:10:51,692	00:10:54,235
1518	Oh? Why not?	Doug	neutral	neutral	156	4	8	11	00:10:54,403	00:10:55,445
1519	It's the semi-finals of her botchy ball tournament.	Chandler	neutral	neutral	156	5	8	11	00:10:56,656	00:11:03,244
1520	What's going on Bing? Does uh, your wife have a problem with me or something?	Doug	anger	negative	156	6	8	11	00:11:03,788	00:11:10,335
1521	Well now-now you're just talking crazy.	Chandler	joy	positive	156	7	8	11	00:11:10,503	00:11:13,213
1522	So why can't the three of us go out together?	Doug	neutral	neutral	156	8	8	11	00:11:13,381	00:11:16,424
1523	Because uh we-we we split up. [NAME] and I split up. Hold me.	Chandler	sadness	negative	156	9	8	11	00:11:16,592	00:11:24,224
1524	[NAME] God Bing I well I can't say I'm altogether surprised, I saw the way she looked at you, and there was no love there.	Doug	sadness	negative	156	10	8	11	00:11:25,768	00:11:34,609
1525	And the way she looked at me, pure lust.	Doug	joy	positive	156	11	8	11	00:11:36,529	00:11:40,281
1526	Y'know what would really help me through this tough time is choking something. Can I choke ya?	Chandler	anger	negative	156	12	8	11	00:11:40,825	00:11:45,370
1527	Bing my boy, we're gon na get you over this.	Doug	neutral	neutral	156	13	8	11	00:11:46,288	00:11:49,541
1528	Now here's the plan, grab your coat, we're going to a strip club.	Doug	joy	positive	156	14	8	11	00:11:49,709	00:11:53,253
1529	Oh no-no-no, [NAME] would freak. But to hell with that bitch.	Chandler	anger	negative	156	15	8	11	00:11:53,421	00:11:58,925
1530	Look at you, all sweet and innocent, sleeping like an angel... with [NAME] 's chubby little hands wrapped around ya.	Joey	neutral	neutral	157	0	9	17	00:05:51,214	00:05:59,263
1531	It 's okay, [NAME], you stay asleep.	Joey	neutral	neutral	157	1	9	17	00:06:01,307	00:06:04,769
1532	: Step away from the crib, I have a weapon!	Rachel	anger	negative	157	2	9	17	00:06:06,437	00:06:09,315
1533	It 's okay, it 's okay Rach, it 's me. Put down the scrunchy.	Joey	neutral	neutral	157	3	9	17	00:06:09,482	00:06:13,236
1534	What are you doing?	Rachel	neutral	neutral	157	4	9	17	00:06:14,028	00:06:16,864
1535	Well, I heard [NAME] stirring, so I came to make sure she could reach Hugsy.	Joey	neutral	neutral	157	5	9	17	00:06:14,028	00:06:20,076
1536	Oh, oh thanks. Alright well, now that I 'm up I 'm going to go to the bathroom.	Rachel	neutral	neutral	157	6	9	17	00:06:20,243	00:06:25,289
1537	There you go sweetie... This is n't over.	Joey	neutral	neutral	157	7	9	17	00:06:25,456	00:06:31,504
1538	Did he call?	Joanna	neutral	neutral	158	0	3	20	0:15:26,675	0:15:27,357
1539	No. Sorry.	Rachel	sadness	negative	158	1	3	20	0:15:27,357	0:15:29,065
1540	Why?! Why?! He said he'd call. Why hasn't he called?	Joanna	sadness	negative	158	2	3	20	00:15:29,178	00:15:32,388
1541	Maybe he's intimated by really smart, strong, successful women.	Sophie	neutral	neutral	158	3	3	20	00:15:32,556	00:15:36,643
1542	[NAME], would you please climb out of my butt. Why hasn't he called, [NAME]? Why?	Joanna	anger	negative	158	4	3	20	00:15:37,102	00:15:44,525
1543	Okay, okay. Umm, well ah, maybe he, maybe he feels awkward because you are my boss.	Rachel	neutral	neutral	158	5	3	20	00:15:41,690	00:15:49,656
1544	Awkward? Why should he feel awkward?	Joanna	surprise	negative	158	6	3	20	00:15:49,823	00:15:52,492
1546	The only person that should feel awkward is you, and you didn't tell him not to call me, did you?	Joanna	anger	negative	159	0	6	1	00:15:52,660	00:15:56,302
1548	Because if you feel uncomfortable with your friend dating someone you work for, there are always ways to fix... that.	Joanna	anger	negative	159	1	6	1	00:15:56,372	00:16:01,584
1549	And you're upset because you didn't make your best friend cry?	Chandler	sadness	negative	160	0	6	2	00:14:24,488	00:14:27,949
1550	I mean, all I'm asking for is just a little emotion!	Monica	anger	negative	160	1	6	2	00:14:28,701	00:14:31,035
1551	Is that too much to ask after six years?!	Monica	anger	negative	160	2	6	2	00:14:31,287	00:14:33,413
1552	I mean what?	Monica	anger	negative	160	3	6	2	0:14:33,664	0:14:35,875
1553	Are-are-are [NAME] and I not as close as you guys?!	Monica	anger	negative	160	4	6	2	0:14:35,875	0:14:36,469
1554	I mean do we not have as much fun?!	Monica	anger	negative	160	5	6	2	0:14:36,625	0:14:38,002
1555	Don't I deserve a few tears?!!	Monica	sadness	negative	160	6	6	2	0:14:38,002	0:14:40,822
1556	I mean we-we told [NAME], he cried his eyes out!	Monica	sadness	negative	160	7	6	2	00:14:42,172	00:14:44,173
1557	Hey!	Joey	anger	negative	160	8	6	2	0:14:44,341	0:14:44,925
1558	I did not cry my eyes out!!	Joey	anger	negative	160	9	6	2	0:14:44,925	0:14:48,227
1559	Come on!	Joey	sadness	negative	160	10	6	2	0:14:48,721	0:14:50,765
1560	It's like the end of an era!	Joey	sadness	negative	160	11	6	2	0:14:50,765	0:14:50,910
1561	No more J-man and Channie's!	Joey	sadness	negative	160	12	6	2	00:14:51,098	00:14:52,974
1563	Okay, I got ta ask, who calls us that?!	Chandler	anger	negative	160	13	6	2	00:14:54,977	00:14:57,312
1564	Do I know why we're rushing?	Chloe	neutral	neutral	161	0	3	16	0:03:58,905	0:04:00,073
1565	Yeah, y'know the ah, the girlfriend I told you about last night?	Ross	neutral	neutral	161	1	3	16	0:04:00,073	0:04:02,795
1566	Well it turns out she ah, she wants to get back together with me.	Ross	neutral	neutral	161	2	3	16	00:04:02,909	00:04:05,994
1567	Oh, I found it!	Ross	joy	positive	161	3	3	16	00:04:06,162	00:04:07,204
1569	That's so great for you guys!	Chloe	joy	positive	161	4	3	16	00:04:07,372	00:04:09,456
1571	[NAME] luck, with your girlfriend.	Chloe	neutral	neutral	161	5	3	16	0:04:16,506	0:04:18,091
1572	Oh, thank you. Hey, hey. [NAME]!!!!	Ross	joy	positive	161	6	3	16	0:04:18,091	0:04:25,406
1573	Hi. Ohhh, you got my message.	Rachel	neutral	neutral	161	7	3	16	0:04:28,476	0:04:30,687
1574	Yeah, oh hey, you are right on time.	Ross	neutral	neutral	161	8	3	16	0:04:30,687	0:04:31,589
1575	So what do you say? Can I be your girlfriend again?	Rachel	neutral	neutral	161	9	3	16	00:04:31,688	00:04:34,189
